format=1 tracks=6 division=480

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Text type 6: "Start"
BA   51   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   51   CR  2+61/240   TR  4   CH  1   NT  A'        119/480   von=111   voff=111
BA   51   CR  2+61/240   TR  4   CH  1   NT  A'        119/480   voff=111
BA   51   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   51   CR   2+17/32   TR  4   CH  1   NT  A            7/32   von=99   voff=99
BA   51   CR   2+17/32   TR  4   CH  1   NT  A            7/32   voff=99
BA   51   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   51   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   51   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   51   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   51   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   52   CR      1/40   TR  4   CH  1   NT  A'         37/160   von=116   voff=116
BA   52   CR      1/40   TR  4   CH  1   NT  A'         37/160   voff=116
BA   52   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   52   CR   139/480   TR  4   CH  1   NT  A          27/160   von=99   voff=99
BA   52   CR   139/480   TR  4   CH  1   NT  A          27/160   voff=99
BA   52   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   52   CR     23/30   TR  4   CH  1   NT  E'          13/60   von=112   voff=112
BA   52   CR     23/30   TR  4   CH  1   NT  E'          13/60   voff=112
BA   52   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   52   CR    1+9/16   TR  4   CH  1   NT  C''        89/160   von=114   voff=114
BA   52   CR    1+9/16   TR  4   CH  1   NT  C''        89/160   voff=114
BA   52   CR   1+17/30   TR  4   CH  1   NT  C'         67/120   voff=114
BA   52   CR   1+17/30   TR  4   CH  1   NT  C'         67/120   voff=114
BA   52   CR     2+3/8   TR  4   CH  1   NT  B           37/80   von=110   voff=110
BA   52   CR     2+3/8   TR  4   CH  1   NT  B'          37/80   voff=110
BA   52   CR     2+3/8   TR  4   CH  1   NT  B           37/80   voff=110
BA   52   CR     2+3/8   TR  4   CH  1   NT  B'          37/80   voff=110
BA   52   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   52   CR     3+1/8   TR  4   CH  1   NT  A           37/80   voff=110
BA   52   CR     3+1/8   TR  4   CH  1   NT  A'          37/80   voff=110
BA   52   CR     3+1/8   TR  4   CH  1   NT  A           37/80   voff=110
BA   52   CR     3+1/8   TR  4   CH  1   NT  A'          37/80   voff=110
BA   52   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   52   CR   3+47/80   TR  4   CH 16   End of track

BA   53   CR         0   TR  1   CH  1   NT  A---            2   von=105   voff=105
BA   53   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   53   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   53   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   53   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97

BA   54   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   54   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   54   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   54   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   55   CR         0   TR  1   CH  1   NT  A---            2   voff=105
BA   55   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   55   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   55   CR         2   TR  1   CH 16   End of track
BA   55   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   55   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97

BA   56   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   56   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   56   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   56   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   56   CR   3+67/96   TR  2   CH 16   End of track

BA  159   CR         0   TR  0   CH 16   Text type 6: "End"
BA  159   CR         0   TR  0   CH 16   End of track
# Successfully parsed
# Duration = 316 seconds
